cohort_month,Cohort Size,0,1,2,3,4,5,6,9,12
2024-10-01,1,100.0,,,,,,,,
2024-11-01,21,100.0,9.523809523809524,,,,,,,
2024-12-01,6149,100.0,2.3255813953488373,,,,,,,
2025-01-01,15359,100.0,6.400156260173189,3.3856370857477702,2.721531349697246,2.5131844521127675,2.23972914903314,1.6732860212253402,1.3151897910020183,1.002669444625301
2025-02-01,13862,100.0,7.654018179194921,3.859471937671332,2.762949069398355,2.2940412638868852,1.9549848506708989,1.8251334583754146,1.3490116866253066,1.0315971721252344
2025-03-01,16518,100.0,7.621988134156678,3.935101101828309,3.3599709407918636,2.6213827339871654,2.155224603462889,1.8706865237922268,1.4166363966581912,1.1502603220728902
2025-04-01,16795,100.0,7.6689490919916645,3.8225662399523666,2.9056266746055375,2.524560881214647,2.018457874367371,1.8219708246501936,1.1848764513247991,0.8871688002381661
2025-05-01,17694,100.0,7.471459251723749,3.814852492370295,2.9953656606759353,2.283259862100147,2.175878828981576,1.8819938962360123,1.4242115971515767,1.017293997965412
2025-06-01,15832,100.0,7.668014148559879,3.928751894896412,3.0002526528549773,2.6465386558868116,2.0528044466902475,1.9959575543203638,1.3706417382516423,0.9979787771601819
2025-07-01,15024,100.0,7.820820021299254,3.7606496272630454,3.035143769968051,2.349574014909478,2.07667731629393,1.7971246006389778,1.2313631522896697,0.7388178913738019
2025-08-01,12558,100.0,7.509157509157509,4.108934543717153,3.1294792164357386,3.0817009077878645,2.3172479694218824,2.070393374741201,1.4731645166427776,
2025-09-01,10637,100.0,8.92168844599041,4.841590674062235,3.920278273949422,3.1399830779355082,2.745134906458588,2.6699257309391746,1.6452007144871674,
2025-10-01,13115,100.0,7.57910789172703,4.285169653069005,3.377811666031262,2.5543271063667556,2.2645825390773924,2.0282119710255433,1.006481128478841,
2025-11-01,11998,100.0,8.11801966994499,3.875645940990165,3.1171861976996165,2.6254375729288215,1.9919986664444074,1.8086347724620768,,
2025-12-01,11772,100.0,7.161060142711519,3.5932721712538225,2.726809378185525,2.166156982670744,1.9367991845056065,1.6309887869520898,,
2026-01-01,10030,100.0,7.238285144566301,3.5194416749750745,2.6919242273180455,2.1335992023928214,1.5154536390827518,1.1166500498504488,,
2026-02-01,10997,100.0,6.565426934618531,2.8916977357461127,2.41884150222788,1.9641720469218877,1.0821133036282622,,,
2026-03-01,10671,100.0,6.259956892512417,3.2518039546434263,2.1085184143941524,1.3588229781651204,,,,
2026-04-01,9205,100.0,7.170016295491581,3.1395980445410103,1.9011406844106464,,,,,
2026-05-01,8321,100.0,6.441533469534912,2.295397187838,,,,,,
2026-06-01,6865,100.0,5.229424617625638,,,,,,,
2026-07-01,3426,100.0,,,,,,,,
